2019-01-21_13_56_36;happy
2019-01-21_13_57_38;happy
2019-01-21_13_58_41;happy
2019-01-21_13_59_44;happy
2019-01-21_14_00_46;anger
2019-01-21_14_01_48;happy
2019-01-21_14_02_50;happy
2019-01-21_14_03_52;happy
2019-01-21_14_05_56;neutral
2019-01-21_14_06_58;neutral
2019-01-21_14_07_59;neutral
2019-01-22_10_38_57;happy
2019-01-22_10_40_02;happy
2019-01-22_10_41_04;neutral
2019-01-22_10_42_06;happy
2019-01-22_10_43_08;neutral
2019-01-22_10_44_10;happy
2019-01-22_10_45_12;happy
2019-01-22_10_46_14;sadness
2019-01-22_10_47_16;neutral
2019-01-22_10_48_17;neutral
2019-01-22_10_52_25;sadness
2019-01-22_10_57_58;sadness
2019-01-22_10_59_00;sadness
2019-01-22_11_00_02;surprise
2019-01-22_11_01_04;neutral
2019-01-22_11_02_06;happy
2019-01-22_11_03_08;happy
2019-01-22_11_11_24;surprise
2019-01-22_11_16_33;neutral
2019-01-22_11_17_35;sadness
2019-01-22_11_18_37;neutral
2019-01-22_11_19_39;happy
2019-01-22_11_20_41;neutral
2019-01-22_11_21_43;happy
2019-01-22_11_22_45;sadness
2019-01-22_11_23_48;happy
2019-01-22_11_24_50;anger
2019-01-22_11_25_52;sadness
2019-01-22_11_26_54;neutral
2019-01-22_11_27_56;neutral
2019-01-22_11_28_58;happy
2019-01-22_11_30_00;happy
2019-01-22_11_31_02;neutral
2019-01-22_11_32_04;happy
2019-01-22_11_33_06;sadness
2019-01-22_11_34_08;neutral
2019-01-22_11_35_10;neutral
2019-01-22_11_36_12;sadness
2019-01-22_11_37_14;happy
2019-01-22_12_18_16;happy
2019-01-22_12_19_19;happy
2019-01-22_12_20_22;neutral
2019-01-22_12_21_24;happy
2019-01-22_12_22_26;neutral
2019-01-22_12_23_28;happy
2019-01-22_12_24_30;neutral
2019-01-22_12_25_32;happy
2019-01-22_12_26_34;neutral
2019-01-22_12_27_36;neutral
2019-01-22_12_28_43;neutral
2019-01-22_12_29_45;neutral
2019-01-22_12_30_47;neutral
2019-01-22_12_31_49;neutral
2019-01-22_12_32_51;sadness
2019-01-22_12_33_53;happy
2019-01-22_12_34_55;neutral
2019-01-22_12_35_57;happy
2019-01-22_12_37_00;neutral
2019-01-22_12_38_02;sadness
2019-01-22_12_39_04;happy
2019-01-22_12_40_06;happy
2019-01-22_12_41_08;anger
2019-01-22_12_42_10;neutral
2019-01-22_12_43_12;happy
2019-01-22_12_44_14;happy
2019-01-22_12_45_18;neutral
2019-01-22_12_46_20;neutral
2019-01-22_12_47_22;neutral
2019-01-22_12_48_24;neutral
2019-01-22_12_49_26;neutral
2019-01-22_12_50_28;happy
2019-01-22_12_51_30;sadness
2019-01-22_12_52_32;neutral
2019-01-22_12_53_34;happy
2019-01-22_12_54_36;sadness
2019-01-22_12_55_38;happy
2019-01-22_12_56_40;happy
2019-01-22_12_57_42;happy
2019-01-22_12_58_44;sadness
2019-01-22_12_59_46;sadness
2019-01-22_13_00_48;anger
2019-01-22_13_01_50;happy
2019-01-22_13_02_52;happy
2019-01-22_13_08_39;neutral
2019-01-22_13_10_44;happy
2019-01-22_13_11_47;happy
2019-01-22_13_12_48;happy
2019-01-22_13_13_50;neutral
2019-01-22_13_14_52;sadness
2019-01-22_13_15_54;sadness
2019-01-22_13_16_56;happy
2019-01-22_13_17_58;happy
2019-01-22_13_19_47;anger
2019-01-22_13_20_49;happy
2019-01-22_13_21_51;neutral
2019-01-22_13_22_53;happy
2019-01-22_13_23_55;happy
2019-01-22_13_24_57;neutral
2019-01-22_13_26_00;happy
2019-01-22_13_27_02;happy
2019-01-22_13_28_04;anger
2019-01-22_13_29_06;sadness
2019-01-22_13_30_08;neutral
2019-01-22_13_31_09;sadness
2019-01-22_13_32_12;happy
2019-01-22_13_33_14;happy
2019-01-22_13_34_16;happy
2019-01-22_13_35_18;neutral
2019-01-22_13_36_20;happy
2019-01-22_13_37_22;happy
2019-01-22_13_38_24;sadness
2019-01-22_13_39_26;happy
2019-01-22_13_40_28;happy
2019-01-22_13_41_30;neutral
2019-01-22_13_42_33;happy
2019-01-22_13_43_35;neutral
2019-01-22_13_44_37;anger
2019-01-22_13_45_39;neutral
2019-01-22_13_51_50;happy
2019-01-22_13_52_52;happy
2019-01-22_13_53_54;happy
2019-01-22_13_54_56;neutral
2019-01-22_13_55_58;neutral
2019-01-22_13_57_00;neutral
2019-01-22_14_01_07;neutral
2019-01-22_14_04_16;sadness
2019-01-22_14_05_20;sadness
2019-01-22_14_06_22;happy
2019-01-22_14_07_24;happy
2019-01-22_14_08_26;anger
2019-01-22_14_09_28;anger
2019-01-23_12_12_11;happy
2019-01-23_12_13_17;happy
2019-01-23_12_14_19;happy
2019-01-23_12_15_21;neutral
2019-01-23_12_16_23;happy
2019-01-23_12_17_25;happy
2019-01-23_12_18_27;sadness
2019-01-23_12_19_29;sadness
2019-01-23_12_20_31;neutral
2019-01-23_12_21_33;happy
2019-01-23_12_22_35;neutral
2019-01-23_12_29_47;happy
2019-01-23_12_31_51;happy
2019-01-23_12_32_53;happy
2019-01-23_12_33_55;neutral
2019-01-23_12_34_57;happy
2019-01-23_12_36_01;happy
2019-01-23_12_37_03;happy
2019-01-23_12_38_05;happy
2019-01-23_12_39_07;happy
2019-01-23_12_40_09;neutral
2019-01-23_12_41_11;sadness
2019-01-23_12_42_13;surprise
2019-01-23_12_43_15;sadness
2019-01-23_12_44_17;neutral
2019-01-23_12_45_19;sadness
2019-01-23_12_46_21;neutral
2019-01-23_12_47_23;happy
2019-01-23_12_48_25;sadness
2019-01-23_12_49_27;neutral
2019-01-23_12_50_29;neutral
